,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,id,Race
3844,Bachelors,2017,Bangalore,3,32.0,Female,No,2,3844,black
3838,Bachelors,2014,Pune,2,36.0,Female,No,2,3838,black
2637,Bachelors,2013,Bangalore,3,27.0,Female,No,4,2637,white
2436,Bachelors,2014,New Delhi,3,29.0,Female,No,2,2436,white
4145,Masters,2017,New Delhi,2,36.0,Male,Yes,2,4145,white
4402,Bachelors,2014,Pune,3,35.0,Male,No,5,4402,white
1941,Bachelors,2014,Bangalore,3,30.0,Female,No,1,1941,black
4335,Bachelors,2018,Bangalore,3,36.0,Male,Yes,5,4335,white
4111,Masters,2018,Pune,3,41.0,Female,No,2,4111,white
1292,Bachelors,2014,Bangalore,1,27.0,Male,No,4,1292,black
358,Masters,2015,Pune,2,27.0,Female,No,3,358,white
3770,Bachelors,2017,New Delhi,2,37.0,Female,No,2,3770,white
33,Bachelors,2016,Bangalore,3,41.0,Male,No,5,33,white
329,Bachelors,2017,Bangalore,3,25.0,Male,No,2,329,white
2922,Bachelors,2017,Bangalore,3,28.0,Male,No,4,2922,black
4256,Bachelors,2013,Bangalore,3,34.0,Male,No,2,4256,black
3342,Bachelors,2017,Bangalore,3,37.0,Female,No,3,3342,white
4541,Bachelors,2016,New Delhi,1,27.0,Female,Yes,3,4541,white
1536,Bachelors,2015,Bangalore,3,28.0,Male,No,4,1536,black
1887,Bachelors,2017,Pune,3,28.0,Male,Yes,4,1887,black
1386,Bachelors,2015,Bangalore,3,27.0,Female,No,4,1386,white
2156,Bachelors,2015,Pune,1,30.0,Female,No,2,2156,white
2656,Bachelors,2012,Bangalore,3,31.0,Male,No,5,2656,white
686,Bachelors,2016,Pune,3,27.0,Male,No,4,686,white
1261,Bachelors,2017,Bangalore,3,26.0,Male,No,3,1261,black
2726,Bachelors,2018,Bangalore,3,32.0,Male,Yes,2,2726,white
1405,Masters,2016,New Delhi,3,26.0,Male,No,3,1405,black
692,Bachelors,2018,Bangalore,3,29.0,Male,No,5,692,white
4177,Bachelors,2015,Bangalore,3,28.0,Female,No,4,4177,white
2546,Masters,2013,New Delhi,2,28.0,Female,No,5,2546,black
3113,Bachelors,2014,Bangalore,3,42.0,Female,No,0,3113,black
2949,Bachelors,2015,Bangalore,3,28.0,Male,No,4,2949,white
3745,Bachelors,2012,Bangalore,3,34.0,Male,No,1,3745,white
1763,Bachelors,2014,Pune,3,25.0,Male,No,2,1763,white
1987,Bachelors,2017,Bangalore,3,30.0,Male,No,2,1987,white
673,Bachelors,2017,Bangalore,3,28.0,Male,No,4,673,white
4582,Bachelors,2017,New Delhi,2,35.0,Male,No,3,4582,white
752,Bachelors,2015,Bangalore,3,27.0,Male,No,3,752,black
4646,Bachelors,2013,Bangalore,3,27.0,Female,No,3,4646,white
2602,Bachelors,2018,Pune,3,31.0,Female,No,2,2602,black
3219,Bachelors,2018,Pune,3,43.0,Male,Yes,0,3219,white
4004,Bachelors,2015,Bangalore,3,35.0,Male,No,4,4004,white
3469,Bachelors,2016,Bangalore,3,43.0,Female,No,1,3469,white
802,Bachelors,2017,Bangalore,3,28.0,Female,No,5,802,white
387,Bachelors,2015,Bangalore,3,27.0,Female,Yes,4,387,white
2874,Bachelors,2018,Bangalore,3,29.0,Male,No,1,2874,white
1006,Masters,2015,Pune,1,25.0,Male,No,2,1006,white
807,PHD,2015,New Delhi,3,29.0,Female,No,1,807,white
652,Bachelors,2015,Pune,3,27.0,Female,No,3,652,white
1670,Bachelors,2013,Bangalore,3,27.0,Female,No,3,1670,black
2045,Bachelors,2014,New Delhi,3,30.0,Female,No,2,2045,black
1893,Bachelors,2017,Pune,3,30.0,Male,No,2,1893,white
2847,Bachelors,2017,New Delhi,2,28.0,Male,No,5,2847,white
1152,Bachelors,2013,Pune,3,26.0,Female,No,2,1152,white
2648,Bachelors,2012,Bangalore,3,29.0,Female,No,5,2648,black
2728,Bachelors,2015,Bangalore,3,27.0,Male,No,4,2728,white
4226,Masters,2015,Pune,2,28.0,Female,No,4,4226,white
4304,Bachelors,2014,Bangalore,3,32.0,Male,No,5,4304,yellow
951,Bachelors,2014,Bangalore,3,27.0,Male,No,3,951,yellow
3079,Bachelors,2012,Bangalore,3,39.0,Female,No,5,3079,black
3751,Bachelors,2017,Bangalore,3,43.0,Female,No,2,3751,white
967,Masters,2018,New Delhi,3,27.0,Female,No,3,967,black
4377,Bachelors,2013,Bangalore,3,24.0,Male,Yes,0,4377,white
2058,Bachelors,2012,Bangalore,3,32.0,Male,No,1,2058,white
3488,Bachelors,2017,New Delhi,3,35.0,Female,No,2,3488,white
3971,Masters,2014,Bangalore,3,42.0,Female,No,7,3971,black
665,Bachelors,2017,Bangalore,3,25.0,Male,No,2,665,white
1357,Bachelors,2015,Pune,3,27.0,Female,No,3,1357,white
1438,Bachelors,2012,Bangalore,3,30.0,Male,No,2,1438,black
2499,Bachelors,2012,Pune,3,28.0,Male,No,4,2499,white
2725,Bachelors,2012,Pune,2,30.0,Female,No,2,2725,white
3352,Bachelors,2017,Pune,3,38.0,Female,No,2,3352,black
3759,Bachelors,2012,Bangalore,3,39.0,Female,No,5,3759,black
202,Bachelors,2017,Bangalore,3,29.0,Male,No,5,202,white
2048,Masters,2012,New Delhi,3,28.0,Female,No,4,2048,black
3764,Bachelors,2016,Bangalore,3,42.0,Male,No,4,3764,black
1866,Bachelors,2016,Bangalore,3,26.0,Female,No,3,1866,white
758,Masters,2017,Pune,3,25.0,Male,No,2,758,white
14,Bachelors,2012,Bangalore,3,39.0,Male,No,4,14,white
4018,Masters,2012,New Delhi,3,36.0,Female,No,2,4018,black
813,Bachelors,2015,Pune,2,28.0,Female,No,5,813,black
2667,Bachelors,2012,New Delhi,3,32.0,Female,Yes,3,2667,white
2687,Bachelors,2018,Bangalore,3,30.0,Male,No,3,2687,white
2242,Masters,2014,New Delhi,3,28.0,Male,No,5,2242,white
910,Bachelors,2018,New Delhi,3,26.0,Female,No,3,910,black
2332,Masters,2017,New Delhi,2,30.0,Male,No,2,2332,white
2402,Masters,2015,Pune,2,31.0,Female,No,2,2402,white
4138,Bachelors,2013,Pune,3,26.0,Female,No,3,4138,black
3404,Bachelors,2016,Bangalore,3,32.0,Male,No,2,3404,white
4380,Masters,2018,New Delhi,3,36.0,Male,No,2,4380,white
3961,Bachelors,2014,Bangalore,3,36.0,Male,No,5,3961,white
1859,Bachelors,2014,Bangalore,3,30.0,Male,No,1,1859,white
1882,Bachelors,2016,Bangalore,3,26.0,Male,No,2,1882,white
4176,Masters,2013,New Delhi,3,32.0,Female,No,3,4176,black
3300,Bachelors,2013,New Delhi,3,40.0,Female,No,4,3300,white
4045,Bachelors,2014,Bangalore,3,28.0,Male,No,5,4045,black
2358,Masters,2014,New Delhi,1,30.0,Male,No,1,2358,white
4619,Bachelors,2016,Pune,3,39.0,Male,No,2,4619,black
4221,Bachelors,2012,Bangalore,3,25.0,Male,No,1,4221,black
3748,Bachelors,2015,Bangalore,3,38.0,Female,No,4,3748,black
4369,Bachelors,2014,Pune,3,39.0,Male,No,1,4369,white
8,Bachelors,2016,Pune,3,25.0,Male,No,1,8,black
2533,Bachelors,2015,New Delhi,3,29.0,Female,No,4,2533,white
310,Masters,2015,Pune,3,30.0,Female,No,2,310,black
3617,Bachelors,2014,Bangalore,1,40.0,Male,No,2,3617,white
3458,Masters,2016,Bangalore,3,37.0,Female,No,1,3458,black
861,Bachelors,2015,Bangalore,3,26.0,Male,No,2,861,black
2953,Bachelors,2012,Pune,3,27.0,Male,No,4,2953,white
990,Bachelors,2017,Bangalore,3,25.0,Female,No,2,990,white
2475,Bachelors,2014,Bangalore,1,29.0,Male,No,1,2475,white
37,Bachelors,2018,New Delhi,2,35.0,Female,No,0,37,white
4469,Bachelors,2015,Bangalore,3,41.0,Male,No,4,4469,white
3265,Bachelors,2013,Pune,2,33.0,Female,No,1,3265,black
6,Bachelors,2015,New Delhi,3,40.0,Male,No,0,6,white
3098,Masters,2014,New Delhi,3,35.0,Male,No,2,3098,white
3749,Bachelors,2012,Bangalore,3,35.0,Male,No,0,3749,white
2717,Masters,2017,Pune,2,29.0,Male,Yes,5,2717,white
176,Bachelors,2012,Bangalore,3,27.0,Male,No,3,176,white
2137,Bachelors,2015,Pune,2,28.0,Female,No,4,2137,white
2044,Bachelors,2013,Bangalore,3,28.0,Male,No,5,2044,white
1820,Bachelors,2016,Bangalore,3,28.0,Male,Yes,4,1820,black
1338,Bachelors,2018,New Delhi,3,28.0,Female,No,4,1338,white
2524,Masters,2017,New Delhi,2,31.0,Female,No,2,2524,white
3933,Bachelors,2012,Bangalore,3,38.0,Male,No,1,3933,white
1442,Bachelors,2013,Pune,3,25.0,Male,No,2,1442,white
404,Bachelors,2012,Bangalore,3,28.0,Female,No,4,404,black
4297,Bachelors,2013,Bangalore,3,28.0,Female,No,4,4297,black
2262,Bachelors,2013,Bangalore,3,28.0,Male,No,4,2262,white
2076,Bachelors,2017,Bangalore,3,29.0,Male,No,2,2076,white
1488,Bachelors,2015,New Delhi,3,29.0,Female,No,3,1488,white
1892,Bachelors,2013,Pune,3,29.0,Male,No,1,1892,black
2193,Masters,2013,New Delhi,3,27.0,Male,No,4,2193,black
3937,Bachelors,2017,New Delhi,3,35.0,Male,No,5,3937,white
1419,Bachelors,2018,Pune,3,28.0,Male,Yes,4,1419,white
3451,Masters,2014,New Delhi,3,40.0,Male,No,2,3451,white
2029,Masters,2017,New Delhi,2,30.0,Female,No,2,2029,white
194,Bachelors,2013,New Delhi,3,27.0,Female,No,3,194,black
4021,Bachelors,2017,New Delhi,2,23.0,Female,No,0,4021,black
2596,PHD,2014,New Delhi,3,29.0,Female,No,0,2596,white
2781,Bachelors,2017,Pune,3,30.0,Male,No,0,2781,white
1850,Bachelors,2016,Pune,3,30.0,Female,No,2,1850,white
3787,Bachelors,2012,New Delhi,3,42.0,Male,No,3,3787,white
3551,Masters,2017,Pune,3,37.0,Male,No,1,3551,white
1704,Bachelors,2012,Bangalore,3,27.0,Male,No,4,1704,white
1688,PHD,2016,Bangalore,3,27.0,Male,No,3,1688,black
2131,Bachelors,2013,Bangalore,1,31.0,Male,No,1,2131,black
4100,Bachelors,2012,Bangalore,3,39.0,Male,No,5,4100,white
65,Bachelors,2018,Bangalore,3,42.0,Male,No,1,65,white
1689,Bachelors,2015,Bangalore,3,27.0,Male,No,3,1689,white
4425,Bachelors,2013,Bangalore,3,24.0,Female,No,1,4425,white
3946,Bachelors,2013,Pune,3,38.0,Male,No,3,3946,white
232,Bachelors,2014,Bangalore,3,27.0,Male,Yes,4,232,white
1095,Bachelors,2013,New Delhi,3,28.0,Female,No,5,1095,black
287,Bachelors,2012,Bangalore,3,27.0,Male,No,4,287,white
2702,Bachelors,2016,Pune,3,31.0,Male,No,0,2702,black
2198,PHD,2016,Pune,1,30.0,Male,No,2,2198,white
528,Bachelors,2016,Bangalore,3,29.0,Male,No,2,528,white
836,Bachelors,2014,Bangalore,3,29.0,Male,No,5,836,black
3600,Bachelors,2013,Bangalore,3,34.0,Male,No,1,3600,white
3178,Bachelors,2017,New Delhi,3,35.0,Female,No,2,3178,white
3669,Bachelors,2012,New Delhi,3,43.0,Female,No,0,3669,black
1732,Bachelors,2012,Pune,3,25.0,Male,Yes,2,1732,white
2006,Masters,2017,New Delhi,3,29.0,Male,No,2,2006,white
1666,Bachelors,2013,Bangalore,3,30.0,Male,No,2,1666,white
237,Masters,2017,Bangalore,2,28.0,Female,No,4,237,white
1586,Masters,2013,New Delhi,3,25.0,Female,Yes,2,1586,white
1437,Bachelors,2015,Bangalore,3,27.0,Male,No,3,1437,black
2707,Bachelors,2017,Bangalore,3,32.0,Male,No,4,2707,white
3613,Bachelors,2013,Bangalore,3,41.0,Male,No,0,3613,white
1751,Masters,2017,Bangalore,2,27.0,Male,No,3,1751,white
2887,Bachelors,2014,Bangalore,3,28.0,Male,No,4,2887,black
2540,Masters,2013,Pune,3,29.0,Female,Yes,5,2540,white
113,Bachelors,2012,Bangalore,3,27.0,Male,No,3,113,white
4475,Bachelors,2014,New Delhi,2,27.0,Female,No,3,4475,black
3343,Bachelors,2015,Pune,2,42.0,Female,No,2,3343,white
1767,Bachelors,2017,New Delhi,2,29.0,Female,No,5,1767,black
1403,Bachelors,2013,New Delhi,3,26.0,Female,Yes,3,1403,white
2889,Bachelors,2016,Bangalore,3,31.0,Male,No,1,2889,white
2691,Bachelors,2017,New Delhi,2,30.0,Female,No,1,2691,white
256,Bachelors,2018,Pune,2,26.0,Female,No,2,256,white
3887,Bachelors,2013,Bangalore,3,39.0,Male,No,2,3887,white
4052,Masters,2017,New Delhi,3,28.0,Male,No,4,4052,white
3736,Masters,2016,Bangalore,1,39.0,Male,No,2,3736,white
833,Masters,2013,New Delhi,2,29.0,Female,No,5,833,white
751,Masters,2017,Bangalore,3,29.0,Female,No,3,751,white
1329,Bachelors,2016,Pune,3,26.0,Male,No,3,1329,black
2987,Bachelors,2014,Pune,3,28.0,Male,No,4,2987,white
3789,Bachelors,2016,Bangalore,3,41.0,Male,Yes,1,3789,white
2859,Bachelors,2014,Bangalore,3,29.0,Male,No,5,2859,black
4247,Bachelors,2012,Bangalore,3,33.0,Female,No,0,4247,white
615,Bachelors,2012,Bangalore,3,27.0,Male,No,4,615,white
2103,Bachelors,2016,Bangalore,3,31.0,Male,No,2,2103,white
1388,Bachelors,2017,Pune,3,26.0,Female,No,3,1388,white
1636,Bachelors,2016,Pune,3,28.0,Female,No,5,1636,white
3389,Masters,2017,Pune,2,37.0,Male,No,2,3389,white
4220,Bachelors,2015,Pune,2,38.0,Female,No,1,4220,black
3055,Bachelors,2012,Bangalore,3,42.0,Male,No,3,3055,white
1868,Bachelors,2018,Pune,1,27.0,Male,Yes,4,1868,black
2458,Bachelors,2015,Pune,3,31.0,Female,No,1,2458,white
66,PHD,2013,Bangalore,3,27.0,Male,No,4,66,black
1727,Bachelors,2012,Bangalore,3,29.0,Male,No,5,1727,white
4258,Bachelors,2014,Bangalore,3,39.0,Male,No,5,4258,white
3689,Bachelors,2017,Bangalore,3,42.0,Male,No,3,3689,black
4376,Masters,2015,Pune,2,32.0,Female,No,2,4376,white
3195,Masters,2017,New Delhi,2,33.0,Male,No,1,3195,black
3013,Bachelors,2016,Bangalore,3,33.0,Male,No,1,3013,white
3408,Bachelors,2017,New Delhi,2,37.0,Male,No,2,3408,white
1467,Bachelors,2014,Pune,3,27.0,Male,No,3,1467,white
4251,Bachelors,2014,Bangalore,3,40.0,Female,No,1,4251,white
2668,Bachelors,2013,Pune,2,31.0,Male,No,1,2668,black
601,Bachelors,2013,Bangalore,3,26.0,Male,No,3,601,white
2041,Masters,2017,New Delhi,2,30.0,Female,No,2,2041,white
3628,Bachelors,2014,Bangalore,3,37.0,Male,No,0,3628,white
1272,Masters,2015,Pune,2,29.0,Female,No,2,1272,black
855,Bachelors,2014,Pune,3,30.0,Male,No,2,855,white
344,Bachelors,2012,Bangalore,3,29.0,Male,No,3,344,black
2331,Bachelors,2018,Bangalore,3,29.0,Male,No,2,2331,white
1464,Bachelors,2017,Bangalore,3,26.0,Male,No,2,1464,black
167,Bachelors,2014,Bangalore,3,26.0,Male,No,3,167,white
2298,Bachelors,2017,New Delhi,3,29.0,Female,No,1,2298,black
308,Masters,2017,New Delhi,2,26.0,Female,No,2,308,white
1934,Bachelors,2017,Bangalore,3,28.0,Male,Yes,4,1934,white
2398,Bachelors,2014,Bangalore,3,30.0,Female,No,1,2398,black
730,PHD,2018,Bangalore,3,25.0,Female,No,2,730,white
4327,Bachelors,2014,Pune,3,40.0,Male,No,4,4327,white
769,Bachelors,2015,New Delhi,3,27.0,Female,No,3,769,black
2263,Bachelors,2015,New Delhi,3,28.0,Female,No,4,2263,white
3322,Bachelors,2017,Bangalore,3,37.0,Male,No,5,3322,black
977,Masters,2015,Pune,1,28.0,Female,No,5,977,white
4334,Bachelors,2015,Pune,2,38.0,Male,No,5,4334,white
2022,Bachelors,2018,Pune,3,28.0,Male,No,4,2022,white
1259,Bachelors,2014,Pune,3,27.0,Male,No,4,1259,black
291,Masters,2017,New Delhi,2,27.0,Female,No,3,291,white
2971,Bachelors,2013,New Delhi,2,28.0,Female,No,4,2971,black
1729,Bachelors,2015,New Delhi,2,28.0,Female,No,5,1729,white
2410,Bachelors,2017,New Delhi,3,28.0,Female,No,5,2410,white
1250,Bachelors,2017,Bangalore,3,28.0,Male,Yes,5,1250,black
541,Bachelors,2018,Bangalore,3,26.0,Male,No,2,541,white
3008,Masters,2017,Bangalore,3,42.0,Female,No,2,3008,white
3679,Masters,2017,New Delhi,2,33.0,Male,No,2,3679,black
2171,Bachelors,2017,Bangalore,3,31.0,Male,No,1,2171,white
216,Masters,2017,New Delhi,3,28.0,Male,No,5,216,white
719,Bachelors,2016,Bangalore,3,26.0,Male,No,2,719,black
2599,Bachelors,2013,Bangalore,3,29.0,Male,No,2,2599,white
2908,Bachelors,2014,Bangalore,3,32.0,Male,No,0,2908,white
633,Bachelors,2016,Bangalore,1,30.0,Male,No,2,633,white
173,Bachelors,2014,Bangalore,3,29.0,Female,No,5,173,white
2692,Bachelors,2013,Bangalore,2,28.0,Female,No,5,2692,white
389,Bachelors,2014,New Delhi,2,26.0,Female,No,2,389,white
1237,Bachelors,2018,Bangalore,3,27.0,Male,No,4,1237,white
3466,Bachelors,2017,Pune,2,33.0,Male,No,2,3466,white
3229,Masters,2014,Pune,2,35.0,Female,No,5,3229,white
3652,PHD,2018,New Delhi,3,35.0,Female,No,4,3652,white
2371,Bachelors,2016,Bangalore,3,31.0,Male,No,2,2371,white
400,Bachelors,2014,Bangalore,3,29.0,Male,No,5,400,white
4051,Masters,2014,Pune,1,34.0,Female,No,1,4051,white
753,Bachelors,2012,Bangalore,3,30.0,Female,No,2,753,white
2628,Bachelors,2016,Pune,3,30.0,Male,No,1,2628,white
1027,Bachelors,2014,Bangalore,3,29.0,Female,No,1,1027,white
4434,Masters,2013,New Delhi,2,37.0,Female,No,2,4434,white
1697,Masters,2014,Bangalore,3,26.0,Female,No,2,1697,white
1207,Bachelors,2017,New Delhi,2,27.0,Male,No,3,1207,black
4015,PHD,2018,New Delhi,3,36.0,Male,No,0,4015,black
356,Masters,2017,Pune,2,28.0,Male,No,4,356,white
1424,Bachelors,2015,Bangalore,3,30.0,Male,No,2,1424,white
3152,Bachelors,2012,Bangalore,3,34.0,Female,Yes,0,3152,white
4035,Bachelors,2016,Bangalore,3,28.0,Female,No,4,4035,white
1050,Masters,2017,New Delhi,3,25.0,Male,No,2,1050,white
4019,Bachelors,2018,Bangalore,3,39.0,Male,No,2,4019,white
2294,Bachelors,2015,Pune,2,30.0,Female,Yes,2,2294,white
200,Bachelors,2014,Pune,2,26.0,Female,No,3,200,white
3876,Bachelors,2013,Pune,3,37.0,Male,No,1,3876,white
763,Masters,2015,New Delhi,3,27.0,Male,No,4,763,white
3963,Bachelors,2016,Bangalore,3,35.0,Male,No,6,3963,white
2840,Bachelors,2013,Bangalore,3,28.0,Male,No,5,2840,white
2397,Bachelors,2017,New Delhi,2,27.0,Male,No,4,2397,white
2467,Bachelors,2012,Bangalore,3,29.0,Male,No,5,2467,white
1737,PHD,2017,Pune,3,29.0,Male,No,1,1737,black
4633,Bachelors,2016,Bangalore,3,38.0,Male,No,2,4633,white
2215,Bachelors,2015,New Delhi,3,28.0,Female,No,4,2215,white
1431,Bachelors,2017,Bangalore,3,26.0,Male,No,3,1431,white
2202,Bachelors,2015,Bangalore,3,30.0,Female,No,1,2202,white
1865,Masters,2017,New Delhi,1,27.0,Male,No,4,1865,white
271,Masters,2017,New Delhi,2,30.0,Female,No,2,271,black
3607,Bachelors,2017,Bangalore,3,33.0,Male,No,1,3607,white
3344,Bachelors,2014,Bangalore,3,42.0,Male,No,0,3344,white
1200,Bachelors,2013,Bangalore,3,27.0,Female,No,3,1200,white
372,Bachelors,2014,Pune,1,28.0,Female,No,4,372,black
806,Bachelors,2017,Bangalore,3,25.0,Female,Yes,2,806,black
1312,Bachelors,2017,Pune,3,27.0,Female,No,3,1312,white
3179,Bachelors,2014,Pune,3,42.0,Male,No,2,3179,white
3788,Bachelors,2018,Bangalore,3,39.0,Male,No,1,3788,white
1658,Bachelors,2016,Bangalore,3,27.0,Male,No,4,1658,black
3471,Masters,2017,Pune,1,39.0,Male,No,0,3471,white
600,Bachelors,2017,New Delhi,2,29.0,Male,No,5,600,white
2364,Bachelors,2018,Bangalore,3,28.0,Female,No,4,2364,white
1674,Bachelors,2017,New Delhi,2,29.0,Male,No,0,1674,black
2934,Bachelors,2018,Bangalore,3,31.0,Male,No,0,2934,black
4366,Bachelors,2017,Bangalore,3,41.0,Male,No,1,4366,white
3976,Masters,2018,Bangalore,3,41.0,Female,No,6,3976,black
3014,Masters,2017,New Delhi,3,38.0,Female,No,5,3014,white
2517,Bachelors,2017,New Delhi,3,31.0,Female,Yes,3,2517,white
4648,Bachelors,2013,Bangalore,3,27.0,Female,No,4,4648,black
4596,Bachelors,2018,New Delhi,3,29.0,Female,No,5,4596,white
4272,Bachelors,2015,Pune,2,24.0,Female,Yes,1,4272,white
3375,Bachelors,2015,Pune,2,34.0,Female,No,3,3375,white
4472,Bachelors,2017,New Delhi,2,23.0,Male,No,0,4472,black
1003,Bachelors,2012,New Delhi,3,29.0,Female,No,5,1003,white
3795,Masters,2016,Bangalore,3,39.0,Male,No,2,3795,black
4121,Bachelors,2014,Bangalore,3,32.0,Male,No,1,4121,white
2957,Masters,2017,Bangalore,2,28.0,Male,No,4,2957,white
4528,Bachelors,2013,Pune,2,38.0,Male,No,4,4528,white
3811,Bachelors,2013,Pune,2,38.0,Male,No,2,3811,white
3914,PHD,2017,Pune,3,43.0,Male,No,2,3914,white
695,Bachelors,2015,Pune,2,29.0,Female,No,5,695,white
1872,PHD,2017,New Delhi,3,30.0,Male,No,3,1872,white
2875,Bachelors,2017,Pune,2,30.0,Male,No,3,2875,black
4236,Bachelors,2013,Bangalore,3,38.0,Male,No,4,4236,black
3161,Masters,2017,New Delhi,3,32.0,Male,No,1,3161,white
2697,Masters,2017,New Delhi,2,31.0,Male,No,4,2697,white
3809,Bachelors,2015,Bangalore,3,35.0,Female,No,4,3809,yellow
1749,Masters,2013,Bangalore,3,27.0,Male,No,3,1749,white
3633,Masters,2017,Pune,2,36.0,Male,No,1,3633,white
795,Masters,2015,Pune,2,25.0,Female,No,2,795,black
4321,Bachelors,2014,Pune,3,35.0,Male,No,3,4321,white
3904,Masters,2012,New Delhi,3,35.0,Female,No,3,3904,white
1846,Bachelors,2012,Bangalore,3,28.0,Female,No,5,1846,white
1973,Bachelors,2017,Pune,3,30.0,Female,No,1,1973,white
3535,Bachelors,2016,Bangalore,3,43.0,Male,No,3,3535,white
4232,Bachelors,2015,New Delhi,3,35.0,Female,No,5,4232,white
99,Bachelors,2015,Bangalore,3,25.0,Female,No,2,99,white
2817,Masters,2017,New Delhi,2,31.0,Female,No,2,2817,white
1632,Bachelors,2015,Bangalore,3,27.0,Male,No,3,1632,white
2353,Masters,2014,Pune,3,29.0,Male,No,5,2353,white
3536,Bachelors,2018,Bangalore,3,33.0,Female,No,2,3536,black
1332,Bachelors,2012,Pune,3,27.0,Female,No,3,1332,yellow
565,Bachelors,2015,Pune,3,27.0,Male,No,4,565,black
3346,Bachelors,2012,Bangalore,3,38.0,Male,No,3,3346,yellow
3673,Masters,2016,Bangalore,3,33.0,Male,No,1,3673,white
3711,Masters,2018,New Delhi,3,40.0,Male,No,2,3711,black
3938,Bachelors,2017,New Delhi,3,42.0,Female,No,4,3938,white
36,Bachelors,2012,New Delhi,3,30.0,Male,No,3,36,white
1453,Bachelors,2014,Bangalore,3,27.0,Male,No,3,1453,black
4622,Bachelors,2017,Pune,1,31.0,Male,No,4,4622,white
3018,Bachelors,2015,Pune,3,40.0,Male,No,3,3018,white
825,Bachelors,2012,Bangalore,3,28.0,Female,No,5,825,black
3132,Bachelors,2012,Bangalore,3,43.0,Male,No,3,3132,black
123,Bachelors,2012,Bangalore,3,28.0,Male,No,4,123,white
3643,Masters,2017,New Delhi,1,42.0,Male,No,0,3643,black
1702,Bachelors,2017,New Delhi,3,27.0,Female,Yes,3,1702,black
365,Bachelors,2017,New Delhi,1,29.0,Female,No,2,365,white
284,PHD,2014,Bangalore,3,26.0,Female,No,2,284,white
487,Bachelors,2015,New Delhi,3,28.0,Female,Yes,4,487,black
2218,Bachelors,2013,Pune,2,29.0,Female,No,1,2218,white
1248,Bachelors,2014,Bangalore,3,27.0,Male,Yes,4,1248,black
3815,Bachelors,2017,Bangalore,3,35.0,Female,No,5,3815,white
4106,PHD,2013,Bangalore,3,37.0,Male,No,3,4106,white
1981,Bachelors,2017,Bangalore,1,25.0,Male,No,2,1981,white
3879,Bachelors,2014,Bangalore,3,40.0,Female,No,2,3879,white
2303,Bachelors,2012,Bangalore,3,29.0,Male,Yes,5,2303,white
3163,Masters,2017,New Delhi,3,40.0,Male,No,2,3163,white
568,Bachelors,2012,Bangalore,3,28.0,Male,No,4,568,black
3459,Masters,2017,New Delhi,3,37.0,Male,Yes,2,3459,white
3977,Masters,2017,Pune,2,39.0,Female,No,2,3977,white
3850,Masters,2015,Bangalore,3,32.0,Male,No,1,3850,white
3685,Bachelors,2017,New Delhi,3,35.0,Male,No,3,3685,white
2165,PHD,2015,New Delhi,3,29.0,Male,No,2,2165,black
2439,Bachelors,2012,Bangalore,3,31.0,Female,No,1,2439,white
1422,Bachelors,2015,New Delhi,3,27.0,Male,No,4,1422,white
3160,Bachelors,2014,Bangalore,3,38.0,Female,No,1,3160,white
2016,Bachelors,2014,Bangalore,3,30.0,Male,No,1,2016,white
598,Bachelors,2017,Bangalore,3,28.0,Male,No,5,598,white
1088,Bachelors,2016,New Delhi,3,29.0,Female,No,2,1088,black
917,Bachelors,2017,New Delhi,2,27.0,Male,No,3,917,white
1811,Bachelors,2015,Pune,2,30.0,Female,No,4,1811,white
166,Bachelors,2012,Bangalore,3,26.0,Male,No,2,166,white
3698,Bachelors,2015,Bangalore,3,40.0,Male,No,5,3698,white
840,Bachelors,2012,Bangalore,3,28.0,Female,No,4,840,white
2320,Bachelors,2014,Bangalore,3,29.0,Female,Yes,1,2320,white
1268,Bachelors,2014,New Delhi,3,30.0,Male,No,5,1268,black
3829,Bachelors,2015,Pune,3,42.0,Female,No,5,3829,black
1549,Bachelors,2012,Pune,3,25.0,Female,No,2,1549,black
3062,Bachelors,2016,Bangalore,3,35.0,Male,Yes,4,3062,black
4171,Masters,2017,New Delhi,2,28.0,Male,No,4,4171,white
539,Masters,2013,New Delhi,3,26.0,Female,No,3,539,black
694,Bachelors,2016,Pune,3,28.0,Male,No,4,694,white
4063,Bachelors,2013,New Delhi,3,28.0,Female,Yes,4,4063,white
1514,Masters,2013,New Delhi,3,27.0,Male,No,4,1514,black
2447,Bachelors,2015,Pune,3,29.0,Female,No,5,2447,white
3766,Bachelors,2016,Pune,3,41.0,Male,No,5,3766,white
3252,PHD,2018,Bangalore,3,38.0,Female,No,3,3252,yellow
2649,Bachelors,2017,Pune,2,30.0,Female,No,3,2649,white
2109,Masters,2017,New Delhi,2,27.0,Male,No,4,2109,white
1823,Bachelors,2014,Pune,2,29.0,Female,No,5,1823,black
779,Bachelors,2015,Pune,2,28.0,Female,Yes,4,779,black
1185,Bachelors,2013,Bangalore,3,29.0,Male,No,5,1185,white
4098,Bachelors,2014,Bangalore,3,24.0,Male,No,0,4098,white
